Product,Period,Value
65,1,10185.0
65,2,10292.0
65,3,10064.0
65,4,10261.0
65,5,10277.0
65,6,10214.0
65,7,10182.0
65,8,10248.0
65,9,10344.0
65,10,10461.0
65,11,10593.0
65,12,10504.0
65,13,10572.0
65,14,10635.0
65,15,10900.0
65,16,10725.0
65,17,10907.0
65,18,10763.0
65,19,10748.0
65,20,11022.0
65,21,11121.0
65,22,11274.0
65,23,11187.0
65,24,11091.0
65,25,11291.0
65,26,11235.0
65,27,11277.0
65,28,11066.0
65,29,11237.0
65,30,11363.0
65,31,11415.0
65,32,11487.0
65,33,11379.0
65,34,11561.0
65,35,11583.0
65,36,11444.0
65,37,11498.0
65,38,11512.0
65,39,11887.0
65,40,12008.0
