Product,Period,Value
66,1,18868.0
66,2,18683.0
66,3,18611.0
66,4,18755.0
66,5,18536.0
66,6,18635.0
66,7,18500.0
66,8,18448.0
66,9,18378.0
66,10,18509.0
66,11,18272.0
66,12,18277.0
66,13,18093.0
66,14,18020.0
66,15,18064.0
66,16,17949.0
66,17,17971.0
66,18,17937.0
66,19,17996.0
66,20,17817.0
66,21,17882.0
66,22,17773.0
66,23,17730.0
66,24,17585.0
66,25,17654.0
66,26,17600.0
66,27,17453.0
66,28,17434.0
66,29,17295.0
66,30,17251.0
66,31,17328.0
66,32,17077.0
66,33,17133.0
66,34,17231.0
66,35,17104.0
66,36,17019.0
66,37,17105.0
66,38,16642.0
66,39,16945.0
66,40,16864.0
