Product,Period,Value
62,1,14346.0
62,2,14192.0
62,3,14013.0
62,4,13917.0
62,5,13983.0
62,6,13776.0
62,7,13611.0
62,8,13701.0
62,9,13599.0
62,10,13606.0
62,11,13500.0
62,12,13304.0
62,13,13428.0
62,14,13080.0
62,15,13081.0
62,16,13019.0
62,17,12935.0
62,18,12876.0
62,19,12819.0
62,20,12767.0
62,21,12567.0
62,22,12514.0
62,23,12467.0
62,24,12439.0
62,25,12326.0
62,26,12125.0
62,27,12202.0
62,28,12129.0
62,29,12009.0
62,30,11937.0
62,31,11969.0
62,32,11856.0
62,33,11813.0
62,34,11734.0
62,35,11682.0
62,36,11509.0
62,37,11584.0
62,38,11390.0
62,39,11375.0
62,40,11237.0
