Product,Period,Value
23,1,17017.0
23,2,19535.0
23,3,19231.0
23,4,18625.0
23,5,16703.0
23,6,19407.0
23,7,19088.0
23,8,18299.0
23,9,16273.0
23,10,18865.0
23,11,18676.0
23,12,18096.0
23,13,16010.0
23,14,18727.0
23,15,18419.0
23,16,17831.0
23,17,15768.0
23,18,18351.0
23,19,18091.0
23,20,17455.0
23,21,15708.0
23,22,18129.0
23,23,17701.0
23,24,17167.0
23,25,15480.0
23,26,17891.0
23,27,17640.0
23,28,16844.0
23,29,15228.0
23,30,17699.0
23,31,17298.0
23,32,16566.0
23,33,14945.0
23,34,17207.0
23,35,16990.0
23,36,16522.0
23,37,14636.0
23,38,17009.0
23,39,16664.0
23,40,16210.0
