Product,Period,Value
89,1,7239.0
89,2,7363.0
89,3,7518.0
89,4,7539.0
89,5,7676.0
89,6,7624.0
89,7,7775.0
89,8,7816.0
89,9,8123.0
89,10,8191.0
89,11,8022.0
89,12,8376.0
89,13,8349.0
89,14,8270.0
89,15,8282.0
89,16,8605.0
89,17,8824.0
89,18,8707.0
89,19,8669.0
89,20,8694.0
89,21,9002.0
89,22,9130.0
89,23,9087.0
89,24,9199.0
89,25,9473.0
89,26,9173.0
89,27,9304.0
89,28,9414.0
89,29,9673.0
89,30,9465.0
89,31,9631.0
89,32,9774.0
89,33,9829.0
89,34,9980.0
89,35,10265.0
89,36,10074.0
89,37,10237.0
89,38,10322.0
89,39,10338.0
89,40,10339.0
