Product,Period,Value
56,1,11822.0
56,2,11884.0
56,3,11940.0
56,4,12098.0
56,5,11910.0
56,6,11960.0
56,7,12066.0
56,8,12225.0
56,9,12243.0
56,10,12398.0
56,11,12310.0
56,12,12352.0
56,13,12437.0
56,14,12424.0
56,15,12440.0
56,16,12459.0
56,17,12451.0
56,18,12652.0
56,19,12729.0
56,20,12751.0
56,21,12942.0
56,22,12933.0
56,23,12922.0
56,24,12764.0
56,25,13003.0
56,26,13394.0
56,27,13236.0
56,28,13149.0
56,29,13178.0
56,30,13311.0
56,31,13358.0
56,32,13349.0
56,33,13563.0
56,34,13608.0
56,35,13734.0
56,36,13687.0
56,37,13559.0
56,38,13747.0
56,39,13839.0
56,40,13784.0
