Product,Period,Value
47,1,15308.0
47,2,15393.0
47,3,15431.0
47,4,15574.0
47,5,15459.0
47,6,15559.0
47,7,15654.0
47,8,15703.0
47,9,15676.0
47,10,15396.0
47,11,15784.0
47,12,15750.0
47,13,15782.0
47,14,15714.0
47,15,15729.0
47,16,15826.0
47,17,15878.0
47,18,16015.0
47,19,16098.0
47,20,15853.0
47,21,15955.0
47,22,15898.0
47,23,16008.0
47,24,16006.0
47,25,16018.0
47,26,16216.0
47,27,16248.0
47,28,16066.0
47,29,16203.0
47,30,16344.0
47,31,16372.0
47,32,16327.0
47,33,16294.0
47,34,16269.0
47,35,16531.0
47,36,16466.0
47,37,16417.0
47,38,16501.0
47,39,16633.0
47,40,16497.0
