Product,Period,Value
58,1,9726.0
58,2,9549.0
58,3,9750.0
58,4,9668.0
58,5,9740.0
58,6,9836.0
58,7,9690.0
58,8,9584.0
58,9,9782.0
58,10,9774.0
58,11,9799.0
58,12,9770.0
58,13,10026.0
58,14,9942.0
58,15,10051.0
58,16,10001.0
58,17,10008.0
58,18,10062.0
58,19,10147.0
58,20,10045.0
58,21,10066.0
58,22,10310.0
58,23,10160.0
58,24,10210.0
58,25,10462.0
58,26,10395.0
58,27,10241.0
58,28,10278.0
58,29,10450.0
58,30,10347.0
58,31,10214.0
58,32,10491.0
58,33,10520.0
58,34,10558.0
58,35,10560.0
58,36,10508.0
58,37,10612.0
58,38,10801.0
58,39,10713.0
58,40,10750.0
