Product,Period,Value
82,1,15647.0
82,2,15600.0
82,3,15756.0
82,4,15722.0
82,5,15576.0
82,6,15573.0
82,7,15553.0
82,8,15609.0
82,9,15670.0
82,10,15425.0
82,11,15648.0
82,12,15733.0
82,13,15487.0
82,14,15770.0
82,15,15791.0
82,16,15767.0
82,17,15673.0
82,18,15707.0
82,19,15662.0
82,20,15768.0
82,21,15713.0
82,22,15518.0
82,23,15630.0
82,24,15438.0
82,25,15949.0
82,26,15696.0
82,27,15725.0
82,28,15531.0
82,29,15650.0
82,30,15847.0
82,31,15768.0
82,32,15521.0
82,33,15787.0
82,34,15557.0
82,35,15483.0
82,36,15756.0
82,37,15454.0
82,38,15786.0
82,39,15644.0
82,40,15654.0
