Product,Period,Value
34,1,18264.0
34,2,18223.0
34,3,18227.0
34,4,18228.0
34,5,18248.0
34,6,18270.0
34,7,18166.0
34,8,18325.0
34,9,18286.0
34,10,18080.0
34,11,18288.0
34,12,18235.0
34,13,18120.0
34,14,18082.0
34,15,18013.0
34,16,18270.0
34,17,18105.0
34,18,18156.0
34,19,18321.0
34,20,18145.0
34,21,18258.0
34,22,18104.0
34,23,18064.0
34,24,18099.0
34,25,18235.0
34,26,18339.0
34,27,17938.0
34,28,18239.0
34,29,18148.0
34,30,17949.0
34,31,18238.0
34,32,18067.0
34,33,18198.0
34,34,18251.0
34,35,18091.0
34,36,18109.0
34,37,18166.0
34,38,18122.0
34,39,18148.0
34,40,18064.0
